,hid,hname,hlocation,hstars,hratings,hnearby,hfacilities,hcheckin,hcheckout
0,348,Somerset Park Suanplu,"39 Soi Suanplu, South Sathorn Road, Tungmahamek, Sathorn, 10120 Bangkok, Thailand",4-star hotel,8.6,"Australian Embassy 0.3 km; Moon Bar Bangkok 0.3 km; M.R. Kukrit's House 0.4 km; Embassy of the Republic of Singapore 0.5 km; BNH Hospital 0.5 km; Embassy of Germany, Bangkok 0.7 km; Silom Complex 0.8 km; MRT-Silom 0.8 km; BTS-Sala Daeng 0.8 km; Silom Soi 4 0.9 km; Junker and Bar 0.1 km; Rendez-Vous 0.1 km; Bai Meang Indy 0.2 km; Naga Cafe 0.2 km; Silom Complex 0.8 km; Chamchuri Square Complex 1.4 km; Don Muang Airport 23.2 km; Suvarnabhumi Airport 23.3 km; Lumpini Park 1.2 km; Amarin Plaza 2.5 km; MBK Shopping Mall 2.6 km; Gaysorn Shopping Mall 2.7 km; Central Embassy 2.7 km; SEA LIFE Bangkok Ocean World 2.7 km; Temple of the Golden Mount 4.9 km; Wat Arun 5.8 km; Grand Palace 5.9 km; Mega Bangna 17.5 km; ",Swimming pool; Non-smoking rooms; good Fitness Center; Spa; Family rooms; Indoor pool; Tea/Coffee Maker in All Rooms; Breakfast,"Tuesday, March 19, 2019","Wednesday, March 20, 2019"
0,349,Twin Towers Hotel,"88/2 New Rama 6th Road, Rong Muang, Patumwan, 10330 Bangkok, Thailand",4-star hotel,7.2,Suphachalasai Stadium 0.6 km; I'm Park Community Mall 0.8 km; Hua Lamphong Train Station 0.8 km; MRT-Hua Lamphong 0.9 km; The Jim Thompson House 0.9 km; BTS-National Stadium 1 km; MBK Shopping Mall 1 km; Yaowarat 1.1 km; Bangkok Art & Culture Centre 1.1 km; Temple of the Golden Buddha or Wat Traimit 1.1 km; Tesco Lotus 0.8 km; Don Muang Airport 21.4 km; Suvarnabhumi Airport 25.6 km; SEA LIFE Bangkok Ocean World 1.6 km; Temple of the Golden Mount 1.7 km; Gaysorn Shopping Mall 2.2 km; Amarin Plaza 2.3 km; Siam Discovery 2.8 km; Central Embassy 2.8 km; Lumpini Park 2.9 km; Dusit Palace 2.9 km; Grand Palace 3.1 km; Wat Arun 3.4 km; ,Swimming pool; Outdoor pool; Airport shuttle; Non-smoking rooms; Spa; Family rooms; Bar; Breakfast,"Tuesday, March 19, 2019","Wednesday, March 20, 2019"
0,350,Aspira D'Andora Sukhumvit 16,"180/2  Sukhumvit 16 (Sammitr) Sukhumvit Rd, Khlong Toei, Khlong Toei, 10110 Bangkok, Thailand",3-star hotel,8.6,Benjakitti Park 0.2 km; MRT-Queen Sirikit National Convention Center 0.8 km; Benjasiri Park 0.8 km; Citibank Bangkok 0.8 km; The Stock Exchange of Thailand 0.8 km; The Escape Hunt Experience Bangkok 0.8 km; BTS-Asok 0.8 km; Soi Cowboy 0.8 km; Emporium Shopping Mall 0.9 km; Terminal 21 0.9 km; The Rex Cup 0 km; Lawson 108 Shop 0 km; Zeno Cafe 0.3 km; Foodland 0.3 km; Emporium 0.8 km; Chu Chocolate Bar and Cafe 0.8 km; Terminal 21 0.9 km; Suvarnabhumi Airport 20.9 km; Don Muang Airport 21.7 km; Arab Street 1.6 km; Lumpini Park 2 km; Central Embassy 2.3 km; Amarin Plaza 2.6 km; Gaysorn Shopping Mall 2.8 km; MBK Shopping Mall 3.7 km; Temple of the Golden Mount 6.4 km; Grand Palace 7.8 km; Wat Arun 8 km; Mega Bangna 15.8 km; ,Non-smoking rooms; WiFi in all areas; Free WiFi; 24-hour front desk; Air conditioning; Breakfast,"Tuesday, March 19, 2019","Wednesday, March 20, 2019"
0,351,Mercure Bangkok Sukhumvit 11,"18 Sukhumvit Soi 11, Wattana, 10110 Bangkok, Thailand",4-star hotel,8.8,Sukhumvit Soi 11 0.1 km; BTS-Nana 0.3 km; Arab Street 0.4 km; Embassy of Sweden 0.4 km; Wattana Church 0.5 km; Health Land Asoke 0.5 km; Soi Nana 0.5 km; Krungthai Bank Head Office 0.5 km; Korean Town 0.5 km; Bumrungrad International Hospital 0.6 km; Robinson Department Store /Terminal 21 0.8 km; Mulligan 0 km; Villa Market (Supermarket) 0.2 km; Don Muang Airport 20.3 km; Suvarnabhumi Airport 21.7 km; Central Embassy 1.2 km; Amarin Plaza 1.7 km; Gaysorn Shopping Mall 1.8 km; Lumpini Park 2.1 km; SEA LIFE Bangkok Ocean World 2.4 km; MBK Shopping Mall 3 km; Temple of the Golden Mount 5.6 km; Grand Palace 7.1 km; Wat Arun 7.4 km; Mega Bangna 17 km; ,Swimming pool; Outdoor pool; Airport shuttle; Non-smoking rooms; good Fitness Center; Family rooms; Tea/Coffee Maker in All Rooms; Bar; Breakfast,"Tuesday, March 19, 2019","Wednesday, March 20, 2019"
0,352,Arize Hotel Sukhumvit,"8/8 Sukhumvit 26 Rd. Klongtoey, Khlong Toei, 10110 Bangkok, Thailand",4-star hotel,7.7,"BTS-Phrom Phong 0.2 km; Emporium Shopping Mall 0.3 km; EmQuartier Shopping Mall 0.3 km; Benjasiri Park 0.4 km; Thailand Creative & Design Center 0.6 km; The Terrace 49 0.7 km; Dental Hospital Bangkok 0.8 km; Flow House Bangkok 0.9 km; 9:53 Art Mall 0.9 km; Funarium 0.9 km; Emporium Shopping mall 0.5 km; Naraya shop 0.5 km; Gourmet Market 0.5 km; EmQuartier  Shopping mall 0.5 km; K Village 0.6 km; Chao Phraya River 12 km; Suvarnabhumi Airport 19.9 km; Don Muang Airport 21.6 km; The EM District Popular brands like: Apple, Cartier, Gucci, H&M, Zara, Prada, Nike, Chanel, Burberry, Louis Vuitton; Arab Street 2.4 km; Lumpini Park 3.1 km; Central Embassy 3.1 km; Amarin Plaza 3.6 km; Gaysorn Shopping Mall 3.7 km; MBK Shopping Mall 4.7 km; Temple of the Golden Mount 7.5 km; Grand Palace 8.8 km; Wat Arun 9 km; Mega Bangna 14.8 km; ",Swimming pool; Outdoor pool; Non-smoking rooms; good Fitness Center; Family rooms; Free parking; Bar,"Tuesday, March 19, 2019","Wednesday, March 20, 2019"
0,353,CHERN Hostel,"17 Soi Ratchasak Bamrung Muang Road. Samranrat Phranakorn, 10200 Bangkok, Thailand",3 stars,8.6,Wat Suthat and the Giant Swing 0.3 km; Wat Thepthidaram Woraviharn 0.3 km; Bangkok City Hall 0.3 km; Wat Ratchanadda 0.4 km; Temple of the Golden Mount 0.5 km; Thai Chamber of commerce 0.5 km; Rattanakosin Exhibition Hall 0.5 km; Sala Chalermkrung Royal Theatre 0.6 km; Democracy Monument 0.6 km; The Old Siam Plaza 0.7 km; Don Muang Airport 21.7 km; Suvarnabhumi Airport 27.5 km; Khao San Road 1.1 km; Temple of the Emerald Buddha 1.1 km; Grand Palace 1.3 km; Bangkok National Museum 1.4 km; Wat Arun 1.8 km; Dusit Palace 2.5 km; MBK Shopping Mall 3 km; Bangkok Art & Culture Centre 3 km; SEA LIFE Bangkok Ocean World 3.5 km; Central Embassy 4.7 km; ,Family rooms; Free WiFi; 24-hour front desk; Garden; Laundry,"Tuesday, March 19, 2019","Wednesday, March 20, 2019"
0,354,New Siam Riverside,"Thanon Phra Athit 21,  Khwaeng Chana Songkhram, Khet Phra Nakhon, 10200 Bangkok, Thailand",3-star hotel,7.9,UNICEF Thailand 0 km; Phra Arthit Pier 0.2 km; Somdet Phra Pinklao Bridge 0.2 km; Wat Chana Song Khram 0.2 km; National Gallery 0.3 km; Santichaiprakarn Park 0.4 km; Thammasat University 0.5 km; Bangkok National Museum 0.5 km; Khao San Road 0.6 km; Khao San Road Night Market 0.6 km; Tang Hua Seng 1 km; Chao Phaya River 0 km; Don Muang Airport 21.3 km; Suvarnabhumi Airport 28.9 km; Temple of the Emerald Buddha 1.1 km; Grand Palace 1.3 km; Temple of the Golden Mount 1.7 km; Wat Arun 2.1 km; Dusit Palace 2.6 km; Siam Discovery 4.2 km; Bangkok Art & Culture Centre 4.4 km; MBK Shopping Mall 4.4 km; SEA LIFE Bangkok Ocean World 4.9 km; Central Embassy 6.1 km; ,Swimming pool; Outdoor pool; Non-smoking rooms; Family rooms; Private Parking; Room service; Very Good Breakfast,"Tuesday, March 19, 2019","Wednesday, March 20, 2019"
0,355,Banyan Tree Bangkok,"21/100 South Sathon Road, Sathorn, 10120 Bangkok, Thailand",5-star hotel,8.9,"Moon Bar Bangkok 0 km; Australian Embassy 0.2 km; Embassy of Germany, Bangkok 0.4 km; BNH Hospital 0.5 km; MRT-Lumphini 0.7 km; Goethe-Institute Thailand 0.7 km; MRT-Silom 0.7 km; Silom Complex 0.7 km; Embassy of the Republic of Singapore 0.7 km; M.R. Kukrit's House 0.7 km; Nahm Restaurant  0.2 km; Silom Soi 2 1 km; Silom Complex Shopping Centre 1 km; Patpong Night Market  1 km; Central Embassy  2.8 km; Siam Paragon 4 km; Lumpini Park 0.8 km; Don Muang Airport 22.9 km; Suvarnabhumi Airport 23.1 km; Lumpini Park 0.9 km; Amarin Plaza 2.3 km; Central Embassy 2.4 km; Gaysorn Shopping Mall 2.4 km; MBK Shopping Mall 2.5 km; SEA LIFE Bangkok Ocean World 2.5 km; Temple of the Golden Mount 4.9 km; Grand Palace 6 km; Wat Arun 6 km; Mega Bangna 17.4 km; ",Swimming pool; Outdoor pool; Airport shuttle; Non-smoking rooms; very good Fitness Center; wonderful Spa & Wellness Center; Bar; Excellent Breakfast,"Tuesday, March 19, 2019","Wednesday, March 20, 2019"
0,356,Montara Executive Serviced Apartment,"52/1 (Thonglor 25)Soi Prompak, Sukhumvit Road, Klongton Nua, Wattana, Bangkok, Wattana, 10110 Bangkok, Thailand",3 stars,7.7,"Camillian Hospital 0.4 km; The Commons 0.6 km; Samitivej Sukhumvit Hospital 0.7 km; SeenSpace 0.7 km; Thonglor Nightlife Area 0.9 km; Bangkok Hospital 0.9 km; Dental Hospital Bangkok 0.9 km; 9:53 Art Mall 1 km; The Terrace 49 1 km; Thailand Creative & Design Center 1.3 km; Thonkruang, Miyabi ฯ 0.2 km; Top supermarket, Fuji, Villa maket, J awanew ฯ 0.3 km; Emporium,Emquartier 2 km; Suvarnabhumi Airport 19.1 km; Don Muang Airport 20.2 km; Arab Street 2.9 km; Central Embassy 3.7 km; Amarin Plaza 4.3 km; Lumpini Park 4.3 km; Gaysorn Shopping Mall 4.3 km; MBK Shopping Mall 5.5 km; Temple of the Golden Mount 8.1 km; Grand Palace 9.7 km; Wat Arun 10 km; Mega Bangna 14.8 km; ",Swimming pool; Outdoor pool; Non-smoking rooms; Fitness center; Family rooms; Free parking,"Tuesday, March 19, 2019","Wednesday, March 20, 2019"
0,357,Greenview Ekkamai10 Suite,"688 Soi Sukhumvit 65,Sukhumvit Rd.,Prakanong Nua, Wattana, , Wattana, 10110 Bangkok, Thailand",3 stars,7.8,Health Land Ekkamai 0.6 km; Sukhumvit Hospital 0.9 km; BTS-Ekkamai 0.9 km; Gateway Ekamai 0.9 km; Ekkamai Eastern Bus Terminal 1 km; Thonglor Nightlife Area 1.2 km; BTS-Phra Khanong 1.2 km; W District's Market 1.3 km; SeenSpace 1.3 km; BTS-Thong Lo 1.3 km; Suvarnabhumi Airport 17.7 km; Don Muang Airport 21.7 km; Arab Street 4.4 km; Central Embassy 5.2 km; Lumpini Park 5.3 km; Amarin Plaza 5.7 km; Gaysorn Shopping Mall 5.8 km; MBK Shopping Mall 6.9 km; Temple of the Golden Mount 9.6 km; Grand Palace 11 km; Wat Arun 11.2 km; Mega Bangna 13 km; ,Swimming pool; Outdoor pool; Non-smoking rooms; Family rooms; Free parking; WiFi in all areas,"Tuesday, March 19, 2019","Wednesday, March 20, 2019"
0,358,Sleep Tight Hostel,"72, Soi Samsen 2, Ban Pan Thom, Phranakorn, 10200 Bangkok, Thailand",,8.2,Wat Bowonniwet Vihara 0.4 km; Santichaiprakarn Park 0.5 km; Khao San Road Night Market 0.5 km; Khao San Road 0.5 km; Wat Chana Song Khram 0.6 km; Phra Arthit Pier 0.6 km; Bangkok City Library 0.6 km; UNICEF Thailand 0.7 km; National Gallery 0.8 km; Democracy Monument 0.8 km; Madame Musur Samsen 2 0 km; Jok Pochana 0 km; Khao San Road 0.8 km; Don Muang Airport 20.7 km; Suvarnabhumi Airport 28.2 km; Bangkok National Museum 1 km; Temple of the Golden Mount 1.3 km; Temple of the Emerald Buddha 1.5 km; Grand Palace 1.7 km; Dusit Palace 1.9 km; Wat Arun 2.5 km; Siam Discovery 3.4 km; Bangkok Art & Culture Centre 3.8 km; MBK Shopping Mall 3.9 km; Central Embassy 5.5 km; ,Non-smoking rooms; Family rooms; Free WiFi; Terrace; Air conditioning; Breakfast,"Tuesday, March 19, 2019","Wednesday, March 20, 2019"
0,359,Citadines Sukhumvit 23 Bangkok,"37/7 Soi Sukhumvit 23, Sukhumvit Road, Klongtoey-Nua,, Wattana, 10110 Bangkok, Thailand",4 stars,8.5,"Kamthieng House Museum 0.2 km; MRT-Sukhumvit 0.2 km; Health Land Asoke 0.3 km; Soi Cowboy 0.3 km; Terminal 21 0.4 km; The Escape Hunt Experience Bangkok 0.4 km; Citibank Bangkok 0.4 km; BTS-Asok 0.4 km; Korean Town 0.6 km; Srinakharinwirot University 0.7 km; The coffee club 0 km; The Local 0.1 km; 7-Eleven 0.3 km; Don Muang Airport 20.6 km; Suvarnabhumi Airport 20.9 km; Terminal 21 Popular brands like: H&M, Nike; Arab Street 1.1 km; Central Embassy 1.9 km; Amarin Plaza 2.4 km; Lumpini Park 2.5 km; Gaysorn Shopping Mall 2.5 km; MBK Shopping Mall 3.6 km; Temple of the Golden Mount 6.3 km; Grand Palace 7.8 km; Wat Arun 8.1 km; Mega Bangna 16.2 km; ",Swimming pool; Outdoor pool; Non-smoking rooms; good Fitness Center; Free parking; WiFi in all areas; Bar,"Tuesday, March 19, 2019","Wednesday, March 20, 2019"
0,360,Oriental Residence Bangkok,"110 Wireless Road, Lumpini Patumwan , Pathumwan, 10330 Bangkok, Thailand",5-star hotel,9.0,"Embassy of the United States of America, Bangkok 0 km; Embassy of the United Arab Emirates 0.3 km; Embassy of the Kingdom of the Netherlands, Bangkok 0.3 km; Deutsche Bank Bangkok 0.4 km; CIMB Thai Bank Head Office 0.4 km; BTS - Phloen Chit 0.6 km; Central Embassy 0.7 km; Central Chidlom 0.7 km; BTS-Chit Lom 0.7 km; Embassy of the United Kingdom, Bangkok 0.8 km; Tops Supermarket 0.2 km; Dean & Deluca 0.2 km; Gaggan 0.4 km; Nahm Restaurant 1.7 km; Issaya Siamese Club 2.1 km; Jatujak weekend Market 6.8 km; Don Muang Airport 21.2 km; Suvarnabhumi Airport 22.6 km; Amarin Plaza 0.8 km; Arab Street 0.9 km; Lumpini Park 0.9 km; Gaysorn Shopping Mall 1 km; SEA LIFE Bangkok Ocean World 1.5 km; MBK Shopping Mall 1.9 km; Temple of the Golden Mount 4.6 km; Grand Palace 6 km; Wat Arun 6.3 km; Mega Bangna 17.6 km; ",Swimming pool; Outdoor pool; Airport shuttle; Non-smoking rooms; good Fitness Center; Family rooms; Bar; Good Breakfast,"Tuesday, March 19, 2019","Wednesday, March 20, 2019"
0,361,Thaiphiphat house,"16 Soi Silom 3, Bang Rak, 10500 Bangkok, Thailand",,7.1,Bangkok Bank Head Office 0.1 km; Bangkok Christian Hospital 0.3 km; BTS-Chong Nonsi 0.3 km; Patpong 0.3 km; MahaNakhon 0.3 km; Blue Elephant Sathorn 0.3 km; Silom Nightlife Area 0.4 km; BNH Hospital 0.4 km; BTS-Sala Daeng 0.5 km; Embassy of the Republic of Singapore 0.5 km; many restaurant nearby 0 km; 7-11 0 km; Lalaisap Market 0 km; Don Muang Airport 23 km; Suvarnabhumi Airport 24 km; Lumpini Park 1.3 km; MBK Shopping Mall 2 km; SEA LIFE Bangkok Ocean World 2.3 km; Amarin Plaza 2.3 km; Bangkok Art & Culture Centre 2.4 km; Central Embassy 2.6 km; Temple of the Golden Mount 4.1 km; Wat Arun 5 km; Grand Palace 5 km; Mega Bangna 18.3 km; ,Non-smoking rooms; Free WiFi; Terrace; Bar; Air conditioning,"Tuesday, March 19, 2019","Wednesday, March 20, 2019"
0,362,Villa Cha-Cha Phraathit,"47/1 Phra athit Rd., Chanasongkhram, Pranakorn, 10200 Bangkok, Thailand",3-star hotel,7.8,Phra Arthit Pier 0.1 km; Santichaiprakarn Park 0.1 km; UNICEF Thailand 0.3 km; Wat Chana Song Khram 0.3 km; Somdet Phra Pinklao Bridge 0.4 km; National Gallery 0.5 km; Khao San Road 0.6 km; Khao San Road Night Market 0.6 km; Wat Bowonniwet Vihara 0.7 km; Bangkok National Museum 0.7 km; Villa Cha Cha Restaurant 0 km; Benjamin bar 0.9 km; Khao San road 1 km; Central Pinkao 5 km; Chao Phraya River 0.1 km; Don Muang Airport 21 km; Suvarnabhumi Airport 28.8 km; Temple of the Emerald Buddha 1.3 km; Grand Palace 1.5 km; Temple of the Golden Mount 1.7 km; Wat Arun 2.3 km; Dusit Palace 2.4 km; Siam Discovery 4 km; Bangkok Art & Culture Centre 4.3 km; MBK Shopping Mall 4.4 km; SEA LIFE Bangkok Ocean World 4.8 km; Central Embassy 6 km; ,Non-smoking rooms; Family rooms; WiFi in all areas; Private Parking; Room service; Free WiFi; Bar; Breakfast,"Tuesday, March 19, 2019","Wednesday, March 20, 2019"
0,363,Darin Hostel,"323/2-3 Rambutree Road, Taladyod, Prannakorn, 10240 Bangkok, Thailand",,8.4,Khao San Road Night Market 0.1 km; Khao San Road 0.1 km; Bangkok City Library 0.2 km; Wat Bowonniwet Vihara 0.2 km; Wat Chana Song Khram 0.3 km; National Gallery 0.4 km; Democracy Monument 0.5 km; Santichaiprakarn Park 0.6 km; UNICEF Thailand 0.6 km; Phra Arthit Pier 0.6 km; Don Muang Airport 21.2 km; Suvarnabhumi Airport 28.3 km; Bangkok National Museum 0.7 km; Temple of the Emerald Buddha 1 km; Temple of the Golden Mount 1.1 km; Grand Palace 1.3 km; Wat Arun 2.1 km; Dusit Palace 2.2 km; Siam Discovery 3.7 km; Bangkok Art & Culture Centre 3.8 km; MBK Shopping Mall 3.9 km; Central Embassy 5.5 km; ,Non-smoking rooms; Spa; Free WiFi; 24-hour front desk; Air conditioning,"Tuesday, March 19, 2019","Wednesday, March 20, 2019"
0,364,Atlas Bangkok,"131/5-7 Sukhumvit 7/1, Sukhumvit Road, Wattana,, Wattana, 10110 Bangkok, Thailand",2-star hotel,7.4,BTS-Nana 0.1 km; Embassy of Sweden 0.1 km; Sukhumvit Soi 11 0.2 km; Wattana Church 0.2 km; Arab Street 0.3 km; Soi Nana 0.3 km; Korean Town 0.4 km; Krungthai Bank Head Office 0.4 km; Health Land Asoke 0.6 km; Bumrungrad International Hospital 0.6 km; Terminal21 0.7 km; Don Muang Airport 20.6 km; Suvarnabhumi Airport 21.7 km; Central Embassy 1.1 km; Amarin Plaza 1.6 km; Gaysorn Shopping Mall 1.7 km; Lumpini Park 1.8 km; SEA LIFE Bangkok Ocean World 2.3 km; MBK Shopping Mall 2.8 km; Temple of the Golden Mount 5.5 km; Grand Palace 7 km; Wat Arun 7.3 km; Mega Bangna 17 km; ,Non-smoking rooms; Free WiFi; 24-hour front desk; Air conditioning; Laundry,"Tuesday, March 19, 2019","Wednesday, March 20, 2019"
0,365,Tower Club At lebua,"1055/42 Silom Road, Bangrak, Bang Rak, 10500 Bangkok, Thailand",5-star hotel,9.0,"Sky Bar at Lebua 0.1 km; Lerdsin Hospital 0.1 km; Embassy of France, Bangkok 0.4 km; Oriental Pier 0.4 km; BTS-Saphan Taksin 0.5 km; Sathorn Pier 0.6 km; BTS-Surasak 0.6 km; Taksin Bridge 0.6 km; Sri Mariamman Temple (Wat Khaek) 0.7 km; Wat Yannawa 0.7 km; Bangrak Market 0.2 km; Top market Robinson Bangrak 0.3 km; Iconsiam 1.6 km; Asiatique the Riverfront 3 km; Chao Phraya River 0.3 km; Don Muang Airport 23.9 km; Suvarnabhumi Airport 25.5 km; MBK Shopping Mall 2.8 km; Lumpini Park 2.9 km; Bangkok Art & Culture Centre 3.1 km; SEA LIFE Bangkok Ocean World 3.3 km; Amarin Plaza 3.6 km; Gaysorn Shopping Mall 3.6 km; Temple of the Golden Mount 3.7 km; Wat Arun 3.9 km; Central Embassy 4 km; Grand Palace 4.2 km; ",Swimming pool; Airport shuttle; excellent Fitness Center; very good Spa & Wellness Center; Family rooms; Free parking; Bar; Wonderful Breakfast,"Tuesday, March 19, 2019","Wednesday, March 20, 2019"
0,366,Bangkok Homestay by BK," 6/97 Bangkok Feliz Sathorn-Taksin, Soi Krung Thonburi 5, Khwaeng Khlong Tonsai, Khlongsan, 10600 Bangkok, Thailand",,9.6,"BTS-Krung Thon Buri 0.2 km; ICONSIAM Shopping Mall 0.8 km; Taksin Bridge 0.8 km; Sathorn Pier 1 km; Oriental Pier 1 km; BTS-Wongwian Yai 1 km; The Jam Factory 1 km; Wat Yannawa 1.1 km; BTS-Saphan Taksin 1.1 km; Embassy of France, Bangkok 1.2 km; Scoozi 0.5 km; Sanyod 0.5 km; Meat Up 0.5 km; Tops 0.5 km; Max Value 0.6 km; Wine Connection 0.8 km; Villa Market 0.8 km; Asiatique 3 km; Chao Phraya 1 km; Don Muang Airport 24.5 km; Suvarnabhumi Airport 26.8 km; Wat Arun 3 km; Grand Palace 3.4 km; Temple of the Emerald Buddha 3.5 km; Temple of the Golden Mount 3.6 km; MBK Shopping Mall 3.6 km; Bangkok Art & Culture Centre 3.9 km; Lumpini Park 4.2 km; Bangkok National Museum 4.2 km; Khao San Road 4.2 km; Central Embassy 5.1 km; ",Swimming pool; Outdoor pool; Airport shuttle; Non-smoking rooms; Fitness center; Free parking,"Tuesday, March 19, 2019","Wednesday, March 20, 2019"
0,367,Siam Square House,"38 Rama I Road Khwaeng Wan Mai, Khet Patumwan,, Phaya Thai, 10330 Bangkok, Thailand",,8.9,"BTS-National Stadium 0.1 km; Bangkok Art & Culture Centre 0.1 km; The Jim Thompson House 0.2 km; Madame Tussauds Bangkok 0.3 km; Siam Center 0.4 km; MBK Shopping Mall 0.4 km; Suphachalasai Stadium 0.5 km; BTS-Ratchathewi 0.5 km; BTS-Siam 0.6 km; British Council Thailand 0.6 km; 7/11 0 km; Gallery Drip Coffee 0.1 km; Cafe at Ease 0.2 km; Somboon Seafood [SIAM SQUARE ONE] 0.6 km; Tesco Lotus Rama1 0.6 km; MBK, PARAGON , CENTRAL WORLD, SIAMSQUARE, Sinlapawatthanatham,  0.6 km; Hard Rock Cafe  0.7 km; Halal Food Samran Place Hotel Ratchatevi 1.2 km; Jeh O Chula 1.3 km; Big C Ratchadamri 1.7 km; PRATUNAM, PANTIP, BAI-YOK ,PLATINUM 2.2 km; GRAND PALACE 5.4 km; Gold Mountain Temple 2.4 km; Sala Rattanakosin 5.1 km; Wang Lang Market 5.5 km; ASIATIQUE The Riverfront 6.4 km; Don Muang Airport 20.8 km; Suvarnabhumi Airport 24.7 km; Siam Discovery Popular brands like: Apple, Nike; Siam Center Luxury; MBK Shopping Mall Popular brands like: Apple, Nike; SEA LIFE Bangkok Ocean World 0.7 km; Gaysorn Shopping Mall 1.3 km; Amarin Plaza 1.4 km; Central Embassy 1.9 km; Lumpini Park 2.3 km; Siam Discovery 2.3 km; Temple of the Golden Mount 2.5 km; Arab Street 2.7 km; Grand Palace 4.1 km; Wat Arun 4.4 km; ",Non-smoking rooms; Free WiFi; 24-hour front desk; Air conditioning; Garden; Tea/Coffee Maker in All Rooms,"Tuesday, March 19, 2019","Wednesday, March 20, 2019"
0,368,Norn Yaowarat Hotel,"6,8,10-12 Padung Dao Rd., Samphanthawong,, 10100 Bangkok, Thailand",3 stars,9.1,Sampeng Market 0.3 km; Wat Mangkon Kamalawat 0.4 km; Temple of the Golden Buddha or Wat Traimit 0.4 km; Yaowarat 0.5 km; Hua Lamphong Train Station 0.6 km; MRT-Hua Lamphong 0.7 km; Ratchawong Pier 0.8 km; Holy Rosary Church 1.1 km; River City Shopping Complex 1.2 km; The Jam Factory 1.3 km; Texas Suki 0.1 km; T&K Seafood 0.1 km; 7-11 0.1 km; Starback 0.5 km; Sampemg 1 km; Wat Mangkorn Kamalawat 0.3 km; Wat Tri Mrit 0.5 km; Chophraya 1.5 km; Asiatique River Front 7 km; Don Muang Airport 22.3 km; Suvarnabhumi Airport 26.4 km; Chinatown Local & Authentic; Temple of the Golden Mount 1.5 km; MBK Shopping Mall 2 km; Bangkok Art & Culture Centre 2.2 km; Temple of the Emerald Buddha 2.3 km; Grand Palace 2.3 km; Wat Arun 2.5 km; Khao San Road 2.5 km; SEA LIFE Bangkok Ocean World 2.7 km; Bangkok National Museum 2.8 km; Central Embassy 3.8 km; ,Airport shuttle; Non-smoking rooms; Family rooms; WiFi in all areas; Free WiFi; Good Breakfast,"Tuesday, March 19, 2019","Wednesday, March 20, 2019"
0,369,Innspire Bangkok,"4/4 Soi Troksil, Dinso Road, Bavornivet, Pranakorn Distirct. Innspire Bangkok, 10200 Bangkok, Thailand",,9.3,Democracy Monument 0.3 km; Bangkok City Library 0.3 km; Bangkok City Hall 0.3 km; Khao San Road Night Market 0.5 km; Khao San Road 0.5 km; Rattanakosin Exhibition Hall 0.5 km; Wat Ratchanadda 0.5 km; Wat Bowonniwet Vihara 0.5 km; Wat Suthat and the Giant Swing 0.5 km; Wat Thepthidaram Woraviharn 0.5 km; Krua Apsorn 0.2 km; Khaosan road 0.3 km; Don Muang Airport 21.5 km; Suvarnabhumi Airport 28 km; Temple of the Golden Mount 0.8 km; Temple of the Emerald Buddha 0.8 km; Bangkok National Museum 0.8 km; Grand Palace 1 km; Wat Arun 1.8 km; Dusit Palace 2.4 km; Bangkok Art & Culture Centre 3.5 km; MBK Shopping Mall 3.5 km; Siam Discovery 3.7 km; Central Embassy 5.2 km; ,Airport shuttle; Non-smoking rooms; Free WiFi; Air conditioning; Garden; Wonderful Breakfast,"Tuesday, March 19, 2019","Wednesday, March 20, 2019"
0,370,Admiral Suites Bangkok by Compass Hospitality,"38, 38/14 Sukhumvit Soi 22, Khlong Toei, 10110 Bangkok, Thailand",4-star hotel,7.8,"Benjasiri Park 0.4 km; Emporium Shopping Mall 0.4 km; EmQuartier Shopping Mall 0.5 km; BTS-Phrom Phong 0.5 km; Benjakitti Park 0.7 km; Thailand Creative & Design Center 0.8 km; MRT-Queen Sirikit National Convention Center 0.9 km; The Escape Hunt Experience Bangkok 0.9 km; Citibank Bangkok 0.9 km; Soi Cowboy 0.9 km; Parrot Café 0 km; Indian Host 0.1 km; 1989 Sukhumvit Hostel & Cafe 0.1 km; New Cowboy Bar & Restaurant 0.1 km; New York Style Steak & Burger 0.1 km; Titanium Club & Ice Bar 0.4 km; Villa Market 0.8 km; The Emporium Shopping Mall 1 km;  Emquartier Shopping Centre 1 km; Terminal 21 Shopping Mall 1.3 km; Suvarnabhumi Airport 20.5 km; Don Muang Airport 21.7 km; The EM District Popular brands like: Apple, Cartier, Gucci, H&M, Zara, Prada, Nike, Chanel, Burberry, Louis Vuitton; Arab Street 1.9 km; Lumpini Park 2.5 km; Central Embassy 2.6 km; Amarin Plaza 3 km; Gaysorn Shopping Mall 3.2 km; MBK Shopping Mall 4.1 km; Temple of the Golden Mount 6.9 km; Grand Palace 8.2 km; Wat Arun 8.4 km; Mega Bangna 15.4 km; ",Swimming pool; Outdoor pool; Airport shuttle; Non-smoking rooms; Fitness center; Family rooms; Bar; Breakfast,"Tuesday, March 19, 2019","Wednesday, March 20, 2019"
