,hotel_id_in_our_database,hotel_user_Ratings,hotel_user_Ratings_text,hotel_room_Type_Names,hotel_room_Prices,hotel_room_Currency,hotel_room_Benefits,hotel_room_Capacities,feature_data,hotel_room_Prices_standard
573,36,7.9,Very good,Deluxe Super King Room,1346.0,฿,Free breakfast for 2 ;Free Wi-Fi ;Cancellation policy ;,"{'adults': 2, 'children': 0, 'extra_bed': 0}","{'Features': '1 super king bed&&Room size: 31 m²/334 ft²&&Balcony/terrace&&Shower&&Free Wi-Fi&&', 'Bed types': '1 super king bed&&', 'Bathroom and toiletries': 'Hair dryer&&Toiletries&&Towels&&', 'Entertainment ': 'Free Wi-Fi in all rooms!&&Satellite/cable channels&&Telephone&&', 'Comforts': 'Air conditioning&&Slippers&&Wake-up service&&', 'Dining, drinking, and snacking': 'Free bottled water&&Refrigerator&&', 'Layout and furnishings': 'Desk&&', 'Clothing and laundry': 'Closet&&Clothes rack&&', 'Safety and security features': 'In-room safe box&&Smoke detector&&', 'Guest ratings': '&&&&'}",1346.0
574,36,7.9,Very good,Junior Suite King Bed,1435.0,฿,Free Wi-Fi ;Cancellation policy ;,"{'adults': 2, 'children': 0, 'extra_bed': 1}","{'Features': '1 king bed&&Room size: 41 m²/441 ft²&&City view&&Balcony/terrace&&Non-smoking&&Shower&&Free Wi-Fi&&', 'Bed types': '1 king bed&&', 'Bathroom and toiletries': 'Hair dryer&&Toiletries&&Towels&&', 'Entertainment ': 'Free Wi-Fi in all rooms!&&Satellite/cable channels&&Telephone&&', 'Comforts': 'Air conditioning&&Blackout curtains&&Slippers&&Wake-up service&&', 'Dining, drinking, and snacking': 'Free bottled water&&Free instant coffee&&Refrigerator&&', 'Layout and furnishings': 'Desk&&Seating area&&Sofa&&', 'Clothing and laundry': 'Closet&&Clothes rack&&', 'Safety and security features': 'In-room safe box&&Smoke detector&&', 'Guest ratings': '&&&&'}",1435.0
575,36,7.9,Very good,Junior Suite King Bed,1517.0,฿,Free breakfast for 2 ;Free Wi-Fi ;Cancellation policy ;,"{'adults': 2, 'children': 0, 'extra_bed': 1}","{'Features': '1 king bed&&Room size: 41 m²/441 ft²&&City view&&Balcony/terrace&&Non-smoking&&Shower&&Free Wi-Fi&&', 'Bed types': '1 king bed&&', 'Bathroom and toiletries': 'Hair dryer&&Toiletries&&Towels&&', 'Entertainment ': 'Free Wi-Fi in all rooms!&&Satellite/cable channels&&Telephone&&', 'Comforts': 'Air conditioning&&Blackout curtains&&Slippers&&Wake-up service&&', 'Dining, drinking, and snacking': 'Free bottled water&&Free instant coffee&&Refrigerator&&', 'Layout and furnishings': 'Desk&&Seating area&&Sofa&&', 'Clothing and laundry': 'Closet&&Clothes rack&&', 'Safety and security features': 'In-room safe box&&Smoke detector&&', 'Guest ratings': '&&&&'}",1517.0
576,37,7.5,Very good,Two-Bedroom Apartment,601.0,฿,Free Wi-Fi ;Extra low price! (non-refundable) ;,"{'adults': 2, 'children': 0, 'extra_bed': 0}","{'Features': '1 single bed or 1 queen bed&&Room size: 25 m²/269 ft²&&Balcony/terrace&&Non-smoking&&Shower&&Free Wi-Fi&&', 'Bed types': '1 single bed||1 queen bed||', 'Bathroom and toiletries': 'Cleaning products&&Mirror&&Toiletries&&Towels&&', 'Entertainment ': 'Free Wi-Fi in all rooms!&&TV [flat screen]&&', 'Comforts': 'Air conditioning&&Blackout curtains&&', 'Dining, drinking, and snacking': 'Free bottled water&&Mini bar&&Refrigerator&&', 'Layout and furnishings': 'Desk&&', 'Clothing and laundry': 'Closet&&Clothes rack&&', 'Safety and security features': '', 'Guest ratings': '&&'}",601.0
577,37,7.5,Very good,Two-Bedroom Apartment,864.0,฿,"Pay nothing until March 4, 2019 ;Free Wi-Fi ;Free cancellation before March 6, 2019 ;","{'adults': 2, 'children': 0, 'extra_bed': 0}","{'Features': '1 single bed or 1 queen bed&&Room size: 25 m²/269 ft²&&Balcony/terrace&&Non-smoking&&Shower&&Free Wi-Fi&&', 'Bed types': '1 single bed||1 queen bed||', 'Bathroom and toiletries': 'Cleaning products&&Mirror&&Toiletries&&Towels&&', 'Entertainment ': 'Free Wi-Fi in all rooms!&&TV [flat screen]&&', 'Comforts': 'Air conditioning&&Blackout curtains&&', 'Dining, drinking, and snacking': 'Free bottled water&&Mini bar&&Refrigerator&&', 'Layout and furnishings': 'Desk&&', 'Clothing and laundry': 'Closet&&Clothes rack&&', 'Safety and security features': '', 'Guest ratings': '&&'}",864.0
578,37,7.5,Very good,Two-Bedroom Apartment,972.0,฿,Book without credit card ;Free Wi-Fi ;Cancellation policy ;,"{'adults': 2, 'children': 0, 'extra_bed': 0}","{'Features': '1 single bed or 1 queen bed&&Room size: 25 m²/269 ft²&&Balcony/terrace&&Non-smoking&&Shower&&Free Wi-Fi&&', 'Bed types': '1 single bed||1 queen bed||', 'Bathroom and toiletries': 'Cleaning products&&Mirror&&Toiletries&&Towels&&', 'Entertainment ': 'Free Wi-Fi in all rooms!&&TV [flat screen]&&', 'Comforts': 'Air conditioning&&Blackout curtains&&', 'Dining, drinking, and snacking': 'Free bottled water&&Mini bar&&Refrigerator&&', 'Layout and furnishings': 'Desk&&', 'Clothing and laundry': 'Closet&&Clothes rack&&', 'Safety and security features': '', 'Guest ratings': '&&'}",972.0
579,37,7.5,Very good,Standard,620.0,฿,Free Wi-Fi ;Extra low price! (non-refundable) ;,"{'adults': 2, 'children': 0, 'extra_bed': 0}","{'Features': '1 king bed&&Room size: 25 m²/269 ft²&&Balcony/terrace&&Non-smoking&&Shower&&Free Wi-Fi&&', 'Bed types': '1 king bed&&', 'Bathroom and toiletries': 'Cleaning products&&Mirror&&Toiletries&&Towels&&', 'Entertainment ': 'Free Wi-Fi in all rooms!&&TV [flat screen]&&', 'Comforts': 'Air conditioning&&Linens&&', 'Dining, drinking, and snacking': 'Free bottled water&&Free welcome drink&&Mini bar&&Refrigerator&&', 'Layout and furnishings': 'Desk&&', 'Clothing and laundry': 'Closet&&Clothes rack&&', 'Safety and security features': '', 'Guest ratings': '&&'}",620.0
580,37,7.5,Very good,Standard,887.0,฿,Book without credit card ;Free Wi-Fi ;Cancellation policy ;,"{'adults': 2, 'children': 0, 'extra_bed': 0}","{'Features': '1 king bed&&Room size: 25 m²/269 ft²&&Balcony/terrace&&Non-smoking&&Shower&&Free Wi-Fi&&', 'Bed types': '1 king bed&&', 'Bathroom and toiletries': 'Cleaning products&&Mirror&&Toiletries&&Towels&&', 'Entertainment ': 'Free Wi-Fi in all rooms!&&TV [flat screen]&&', 'Comforts': 'Air conditioning&&Linens&&', 'Dining, drinking, and snacking': 'Free bottled water&&Free welcome drink&&Mini bar&&Refrigerator&&', 'Layout and furnishings': 'Desk&&', 'Clothing and laundry': 'Closet&&Clothes rack&&', 'Safety and security features': '', 'Guest ratings': '&&'}",887.0
581,37,7.5,Very good,Standard,890.0,฿,"Pay nothing until March 4, 2019 ;Free Wi-Fi ;Free cancellation before March 6, 2019 ;","{'adults': 2, 'children': 0, 'extra_bed': 0}","{'Features': '1 king bed&&Room size: 25 m²/269 ft²&&Balcony/terrace&&Non-smoking&&Shower&&Free Wi-Fi&&', 'Bed types': '1 king bed&&', 'Bathroom and toiletries': 'Cleaning products&&Mirror&&Toiletries&&Towels&&', 'Entertainment ': 'Free Wi-Fi in all rooms!&&TV [flat screen]&&', 'Comforts': 'Air conditioning&&Linens&&', 'Dining, drinking, and snacking': 'Free bottled water&&Free welcome drink&&Mini bar&&Refrigerator&&', 'Layout and furnishings': 'Desk&&', 'Clothing and laundry': 'Closet&&Clothes rack&&', 'Safety and security features': '', 'Guest ratings': '&&'}",890.0
582,37,7.5,Very good,Triple Room,822.0,฿,Free Wi-Fi ;Extra low price! (non-refundable) ;,"{'adults': 2, 'children': 1, 'extra_bed': 0}","{'Features': '1 single bed and 1 queen bed&&Room size: 25 m²/269 ft²&&Non-smoking&&Shower&&Free Wi-Fi&&', 'Bed types': '1 single bed, &&', 'Bathroom and toiletries': 'Toiletries&&Towels&&', 'Entertainment ': 'Free Wi-Fi in all rooms!&&TV [flat screen]&&', 'Comforts': 'Air conditioning&&', 'Dining, drinking, and snacking': 'Free bottled water&&Mini bar&&Refrigerator&&', 'Layout and furnishings': 'Desk&&', 'Clothing and laundry': 'Closet&&Clothes rack&&', 'Safety and security features': '', 'Guest ratings': '&&'}",822.0
583,37,7.5,Very good,Triple Room,823.0,฿,Free Wi-Fi ;Extra low price! (non-refundable) ;,"{'adults': 3, 'children': 0, 'extra_bed': 0}","{'Features': '1 single bed and 1 queen bed&&Room size: 25 m²/269 ft²&&Non-smoking&&Shower&&Free Wi-Fi&&', 'Bed types': '1 single bed, &&', 'Bathroom and toiletries': 'Toiletries&&Towels&&', 'Entertainment ': 'Free Wi-Fi in all rooms!&&TV [flat screen]&&', 'Comforts': 'Air conditioning&&', 'Dining, drinking, and snacking': 'Free bottled water&&Mini bar&&Refrigerator&&', 'Layout and furnishings': 'Desk&&', 'Clothing and laundry': 'Closet&&Clothes rack&&', 'Safety and security features': '', 'Guest ratings': '&&'}",823.0
584,37,7.5,Very good,Triple Room,1171.0,฿,"Pay nothing until March 4, 2019 ;Free Wi-Fi ;Free cancellation before March 6, 2019 ;","{'adults': 2, 'children': 1, 'extra_bed': 0}","{'Features': '1 single bed and 1 queen bed&&Room size: 25 m²/269 ft²&&Non-smoking&&Shower&&Free Wi-Fi&&', 'Bed types': '1 single bed, &&', 'Bathroom and toiletries': 'Toiletries&&Towels&&', 'Entertainment ': 'Free Wi-Fi in all rooms!&&TV [flat screen]&&', 'Comforts': 'Air conditioning&&', 'Dining, drinking, and snacking': 'Free bottled water&&Mini bar&&Refrigerator&&', 'Layout and furnishings': 'Desk&&', 'Clothing and laundry': 'Closet&&Clothes rack&&', 'Safety and security features': '', 'Guest ratings': '&&'}",1171.0
585,37,7.5,Very good,Penthouse,1433.0,฿,Free Wi-Fi ;Extra low price! (non-refundable) ;,"{'adults': 5, 'children': 0, 'extra_bed': 0}","{'Features': '2 single beds and 1 queen bed&&Room size: 80 m²/861 ft²&&City view&&Balcony/terrace&&Non-smoking&&Shower&&Free Wi-Fi&&', 'Bed types': '2 single beds, &&', 'Bathroom and toiletries': 'Toiletries&&Towels&&', 'Entertainment ': 'Free Wi-Fi in all rooms!&&', 'Comforts': 'Air conditioning&&', 'Dining, drinking, and snacking': 'Kitchenware&&', 'Layout and furnishings': 'Desk&&High floor&&Seating area&&Sofa&&', 'Clothing and laundry': 'Clothes rack&&', 'Safety and security features': '', 'Guest ratings': '&&'}",1433.0
586,37,7.5,Very good,Penthouse,2018.0,฿,"Pay nothing until March 4, 2019 ;Free Wi-Fi ;Free cancellation before March 6, 2019 ;","{'adults': 5, 'children': 0, 'extra_bed': 0}","{'Features': '2 single beds and 1 queen bed&&Room size: 80 m²/861 ft²&&City view&&Balcony/terrace&&Non-smoking&&Shower&&Free Wi-Fi&&', 'Bed types': '2 single beds, &&', 'Bathroom and toiletries': 'Toiletries&&Towels&&', 'Entertainment ': 'Free Wi-Fi in all rooms!&&', 'Comforts': 'Air conditioning&&', 'Dining, drinking, and snacking': 'Kitchenware&&', 'Layout and furnishings': 'Desk&&High floor&&Seating area&&Sofa&&', 'Clothing and laundry': 'Clothes rack&&', 'Safety and security features': '', 'Guest ratings': '&&'}",2018.0
587,38,6.8,Good,Deluxe Room,869.0,฿,Free Wi-Fi ;Extra low price! (non-refundable) ;,"{'adults': 2, 'children': 2, 'extra_bed': 0}","{'Features': '1 queen bed&&Room size: 25 m²/269 ft²&&City view&&Non-smoking&&Shower&&Free Wi-Fi&&', 'Bed types': '1 queen bed&&', 'Bathroom and toiletries': 'Bathrobes&&Bathroom phone&&Hair dryer&&Mirror&&Scale&&Toiletries&&Towels&&', 'Entertainment ': 'Free Wi-Fi in all rooms!&&Satellite/cable channels&&Telephone&&', 'Comforts': 'Air conditioning&&Slippers&&', 'Dining, drinking, and snacking': 'Coffee/tea maker&&Free bottled water&&Mini bar&&Refrigerator&&', 'Layout and furnishings': 'Desk&&Seating area&&', 'Clothing and laundry': 'Clothes rack&&', 'Safety and security features': 'In-room safe box&&', 'Guest ratings': '&&&&'}",869.0
588,38,6.8,Good,Deluxe Room,942.0,฿,"Pay nothing until March 4, 2019 ;Free Wi-Fi ;Free cancellation before March 6, 2019 ;","{'adults': 2, 'children': 2, 'extra_bed': 0}","{'Features': '1 queen bed&&Room size: 25 m²/269 ft²&&City view&&Non-smoking&&Shower&&Free Wi-Fi&&', 'Bed types': '1 queen bed&&', 'Bathroom and toiletries': 'Bathrobes&&Bathroom phone&&Hair dryer&&Mirror&&Scale&&Toiletries&&Towels&&', 'Entertainment ': 'Free Wi-Fi in all rooms!&&Satellite/cable channels&&Telephone&&', 'Comforts': 'Air conditioning&&Slippers&&', 'Dining, drinking, and snacking': 'Coffee/tea maker&&Free bottled water&&Mini bar&&Refrigerator&&', 'Layout and furnishings': 'Desk&&Seating area&&', 'Clothing and laundry': 'Clothes rack&&', 'Safety and security features': 'In-room safe box&&', 'Guest ratings': '&&&&'}",942.0
589,38,6.8,Good,Deluxe Room,1014.0,฿,Free Breakfast for 2 ;Free Wi-Fi ;Extra low price! (non-refundable) ;,"{'adults': 2, 'children': 2, 'extra_bed': 0}","{'Features': '1 queen bed&&Room size: 25 m²/269 ft²&&City view&&Non-smoking&&Shower&&Free Wi-Fi&&', 'Bed types': '1 queen bed&&', 'Bathroom and toiletries': 'Bathrobes&&Bathroom phone&&Hair dryer&&Mirror&&Scale&&Toiletries&&Towels&&', 'Entertainment ': 'Free Wi-Fi in all rooms!&&Satellite/cable channels&&Telephone&&', 'Comforts': 'Air conditioning&&Slippers&&', 'Dining, drinking, and snacking': 'Coffee/tea maker&&Free bottled water&&Mini bar&&Refrigerator&&', 'Layout and furnishings': 'Desk&&Seating area&&', 'Clothing and laundry': 'Clothes rack&&', 'Safety and security features': 'In-room safe box&&', 'Guest ratings': '&&&&'}",1014.0
590,38,6.8,Good,Grand Deluxe Twin Room,1014.0,฿,Free Wi-Fi ;Extra low price! (non-refundable) ;,"{'adults': 2, 'children': 0, 'extra_bed': 1}","{'Features': '2 single beds&&Room size: 29 m²/312 ft²&&Non-smoking&&Shower&&Free Wi-Fi&&', 'Bed types': '2 single beds&&', 'Bathroom and toiletries': 'Bathrobes&&Hair dryer&&Mirror&&Toiletries&&Towels&&', 'Entertainment ': 'Free Wi-Fi in all rooms!&&Satellite/cable channels&&Telephone&&', 'Comforts': 'Air conditioning&&Alarm clock&&Slippers&&', 'Dining, drinking, and snacking': 'Complimentary tea&&Free bottled water&&Free instant coffee&&Mini bar&&Refrigerator&&', 'Layout and furnishings': 'Desk&&Seating area&&', 'Clothing and laundry': 'Closet&&Clothes rack&&', 'Safety and security features': 'In-room safe box&&', 'Guest ratings': '&&&&'}",1014.0
591,38,6.8,Good,Grand Deluxe Twin Room,1087.0,฿,"Pay nothing until March 4, 2019 ;Free Wi-Fi ;Free cancellation before March 6, 2019 ;","{'adults': 2, 'children': 0, 'extra_bed': 1}","{'Features': '2 single beds&&Room size: 29 m²/312 ft²&&Non-smoking&&Shower&&Free Wi-Fi&&', 'Bed types': '2 single beds&&', 'Bathroom and toiletries': 'Bathrobes&&Hair dryer&&Mirror&&Toiletries&&Towels&&', 'Entertainment ': 'Free Wi-Fi in all rooms!&&Satellite/cable channels&&Telephone&&', 'Comforts': 'Air conditioning&&Alarm clock&&Slippers&&', 'Dining, drinking, and snacking': 'Complimentary tea&&Free bottled water&&Free instant coffee&&Mini bar&&Refrigerator&&', 'Layout and furnishings': 'Desk&&Seating area&&', 'Clothing and laundry': 'Closet&&Clothes rack&&', 'Safety and security features': 'In-room safe box&&', 'Guest ratings': '&&&&'}",1087.0
592,38,6.8,Good,Grand Deluxe Twin Room,1160.0,฿,Free Breakfast for 2 ;Free Wi-Fi ;Extra low price! (non-refundable) ;,"{'adults': 2, 'children': 0, 'extra_bed': 1}","{'Features': '2 single beds&&Room size: 29 m²/312 ft²&&Non-smoking&&Shower&&Free Wi-Fi&&', 'Bed types': '2 single beds&&', 'Bathroom and toiletries': 'Bathrobes&&Hair dryer&&Mirror&&Toiletries&&Towels&&', 'Entertainment ': 'Free Wi-Fi in all rooms!&&Satellite/cable channels&&Telephone&&', 'Comforts': 'Air conditioning&&Alarm clock&&Slippers&&', 'Dining, drinking, and snacking': 'Complimentary tea&&Free bottled water&&Free instant coffee&&Mini bar&&Refrigerator&&', 'Layout and furnishings': 'Desk&&Seating area&&', 'Clothing and laundry': 'Closet&&Clothes rack&&', 'Safety and security features': 'In-room safe box&&', 'Guest ratings': '&&&&'}",1160.0
593,38,6.8,Good,Grand Deluxe King Bed,1014.0,฿,Free Wi-Fi ;Extra low price! (non-refundable) ;,"{'adults': 2, 'children': 0, 'extra_bed': 1}","{'Features': '1 king bed&&Room size: 29 m²/312 ft²&&Non-smoking&&Shower&&Free Wi-Fi&&', 'Bed types': '1 king bed&&', 'Bathroom and toiletries': 'Bathrobes&&Hair dryer&&Mirror&&Toiletries&&Towels&&', 'Entertainment ': 'Free Wi-Fi in all rooms!&&Satellite/cable channels&&Telephone&&', 'Comforts': 'Air conditioning&&Alarm clock&&', 'Dining, drinking, and snacking': 'Complimentary tea&&Free bottled water&&Free instant coffee&&Refrigerator&&', 'Clothing and laundry': 'Closet&&Clothes rack&&', 'Safety and security features': 'In-room safe box&&', 'Guest ratings': '&&&&'}",1014.0
594,38,6.8,Good,Grand Deluxe King Bed,1087.0,฿,"Pay nothing until March 4, 2019 ;Free Wi-Fi ;Free cancellation before March 6, 2019 ;","{'adults': 2, 'children': 0, 'extra_bed': 1}","{'Features': '1 king bed&&Room size: 29 m²/312 ft²&&Non-smoking&&Shower&&Free Wi-Fi&&', 'Bed types': '1 king bed&&', 'Bathroom and toiletries': 'Bathrobes&&Hair dryer&&Mirror&&Toiletries&&Towels&&', 'Entertainment ': 'Free Wi-Fi in all rooms!&&Satellite/cable channels&&Telephone&&', 'Comforts': 'Air conditioning&&Alarm clock&&', 'Dining, drinking, and snacking': 'Complimentary tea&&Free bottled water&&Free instant coffee&&Refrigerator&&', 'Clothing and laundry': 'Closet&&Clothes rack&&', 'Safety and security features': 'In-room safe box&&', 'Guest ratings': '&&&&'}",1087.0
595,38,6.8,Good,Grand Deluxe King Bed,1160.0,฿,Free Breakfast for 2 ;Free Wi-Fi ;Extra low price! (non-refundable) ;,"{'adults': 2, 'children': 0, 'extra_bed': 1}","{'Features': '1 king bed&&Room size: 29 m²/312 ft²&&Non-smoking&&Shower&&Free Wi-Fi&&', 'Bed types': '1 king bed&&', 'Bathroom and toiletries': 'Bathrobes&&Hair dryer&&Mirror&&Toiletries&&Towels&&', 'Entertainment ': 'Free Wi-Fi in all rooms!&&Satellite/cable channels&&Telephone&&', 'Comforts': 'Air conditioning&&Alarm clock&&', 'Dining, drinking, and snacking': 'Complimentary tea&&Free bottled water&&Free instant coffee&&Refrigerator&&', 'Clothing and laundry': 'Closet&&Clothes rack&&', 'Safety and security features': 'In-room safe box&&', 'Guest ratings': '&&&&'}",1160.0
596,38,6.8,Good,Double,1039.0,฿,Free Wi-Fi ;Extra low price! (non-refundable) ;,"{'adults': 2, 'children': 2, 'extra_bed': 0}","{'Features': 'Free Wi-Fi&&', 'Bathroom and toiletries': '', 'Entertainment ': 'Free Wi-Fi in all rooms!&&', 'Comforts': 'Air conditioning&&', 'Safety and security features': '', 'Guest ratings': '&&&&'}",1039.0
597,38,6.8,Good,Double,1150.0,฿,Free breakfast for 2 ;Free Wi-Fi ;Extra low price! (non-refundable) ;,"{'adults': 2, 'children': 2, 'extra_bed': 0}","{'Features': 'Free Wi-Fi&&', 'Bathroom and toiletries': '', 'Entertainment ': 'Free Wi-Fi in all rooms!&&', 'Comforts': 'Air conditioning&&', 'Safety and security features': '', 'Guest ratings': '&&&&'}",1150.0
598,38,6.8,Good,Double Grand Deluxe,1126.0,฿,Free Wi-Fi ;Cancellation policy ;,"{'adults': 2, 'children': 2, 'extra_bed': 0}","{'Features': 'Free Wi-Fi&&', 'Bathroom and toiletries': 'Hair dryer&&Toiletries&&', 'Entertainment ': 'Free Wi-Fi in all rooms!&&Satellite/cable channels&&Telephone&&', 'Comforts': 'Air conditioning&&Slippers&&', 'Dining, drinking, and snacking': 'Coffee/tea maker&&Free bottled water&&Mini bar&&Refrigerator&&', 'Layout and furnishings': 'Desk&&', 'Safety and security features': 'In-room safe box&&', 'Guest ratings': '&&&&'}",1126.0
599,38,6.8,Good,Double Grand Deluxe,1330.0,฿,Free breakfast for 2 ;Free Wi-Fi ;Cancellation policy ;,"{'adults': 2, 'children': 2, 'extra_bed': 0}","{'Features': 'Free Wi-Fi&&', 'Bathroom and toiletries': 'Hair dryer&&Toiletries&&', 'Entertainment ': 'Free Wi-Fi in all rooms!&&Satellite/cable channels&&Telephone&&', 'Comforts': 'Air conditioning&&Slippers&&', 'Dining, drinking, and snacking': 'Coffee/tea maker&&Free bottled water&&Mini bar&&Refrigerator&&', 'Layout and furnishings': 'Desk&&', 'Safety and security features': 'In-room safe box&&', 'Guest ratings': '&&&&'}",1330.0
600,38,6.8,Good,Grand Deluxe,1185.0,฿,Free Wi-Fi ;Cancellation policy ;,"{'adults': 2, 'children': 2, 'extra_bed': 0}","{'Features': 'Free Wi-Fi&&', 'Bathroom and toiletries': 'Hair dryer&&Toiletries&&', 'Entertainment ': 'Free Wi-Fi in all rooms!&&Satellite/cable channels&&Telephone&&', 'Comforts': 'Air conditioning&&Slippers&&', 'Dining, drinking, and snacking': 'Coffee/tea maker&&Free bottled water&&Mini bar&&Refrigerator&&', 'Layout and furnishings': 'Desk&&', 'Safety and security features': 'In-room safe box&&', 'Guest ratings': '&&&&'}",1185.0
601,38,6.8,Good,Grand Deluxe,1305.0,฿,Free Wi-Fi ;Cancellation policy ;,"{'adults': 2, 'children': 2, 'extra_bed': 0}","{'Features': 'Shower&&Free Wi-Fi&&', 'Bathroom and toiletries': 'Hair dryer&&Toiletries&&', 'Entertainment ': 'Free Wi-Fi in all rooms!&&Telephone&&TV&&', 'Comforts': 'Air conditioning&&Slippers&&', 'Dining, drinking, and snacking': 'Coffee/tea maker&&', 'Clothing and laundry': 'Closet&&Ironing facilities&&', 'Safety and security features': 'In-room safe box&&', 'Guest ratings': '&&&&'}",1305.0
602,38,6.8,Good,Grand Deluxe,1430.0,฿,Free breakfast for 2 ;Free Wi-Fi ;Cancellation policy ;,"{'adults': 2, 'children': 2, 'extra_bed': 0}","{'Features': 'Shower&&Free Wi-Fi&&', 'Bathroom and toiletries': 'Hair dryer&&Toiletries&&', 'Entertainment ': 'Free Wi-Fi in all rooms!&&Telephone&&TV&&', 'Comforts': 'Air conditioning&&Slippers&&', 'Dining, drinking, and snacking': 'Coffee/tea maker&&', 'Clothing and laundry': 'Closet&&Ironing facilities&&', 'Safety and security features': 'In-room safe box&&', 'Guest ratings': '&&&&'}",1430.0
603,38,6.8,Good,Premier Room,1451.0,฿,Free Wi-Fi ;Extra low price! (non-refundable) ;,"{'adults': 2, 'children': 2, 'extra_bed': 1}","{'Features': '1 king bed&&Room size: 32 m²/344 ft²&&Non-smoking&&Shower and bathtub&&Free Wi-Fi&&', 'Bed types': '1 king bed&&', 'Bathroom and toiletries': 'Bathrobes&&Hair dryer&&Mirror&&Toiletries&&Towels&&', 'Entertainment ': 'Free Wi-Fi in all rooms!&&Satellite/cable channels&&Telephone&&', 'Comforts': 'Air conditioning&&Slippers&&', 'Dining, drinking, and snacking': 'Complimentary tea&&Free bottled water&&Free instant coffee&&Refrigerator&&', 'Layout and furnishings': 'Desk&&', 'Clothing and laundry': 'Closet&&Clothes rack&&', 'Safety and security features': 'In-room safe box&&', 'Guest ratings': '&&&&'}",1451.0
604,38,6.8,Good,Premier Room,1524.0,฿,"Pay nothing until March 4, 2019 ;Free Wi-Fi ;Free cancellation before March 6, 2019 ;","{'adults': 2, 'children': 2, 'extra_bed': 1}","{'Features': '1 king bed&&Room size: 32 m²/344 ft²&&Non-smoking&&Shower and bathtub&&Free Wi-Fi&&', 'Bed types': '1 king bed&&', 'Bathroom and toiletries': 'Bathrobes&&Hair dryer&&Mirror&&Toiletries&&Towels&&', 'Entertainment ': 'Free Wi-Fi in all rooms!&&Satellite/cable channels&&Telephone&&', 'Comforts': 'Air conditioning&&Slippers&&', 'Dining, drinking, and snacking': 'Complimentary tea&&Free bottled water&&Free instant coffee&&Refrigerator&&', 'Layout and furnishings': 'Desk&&', 'Clothing and laundry': 'Closet&&Clothes rack&&', 'Safety and security features': 'In-room safe box&&', 'Guest ratings': '&&&&'}",1524.0
605,38,6.8,Good,Grand Deluxe,1810.0,฿,Free Wi-Fi ;Extra low price! (non-refundable) ;,"{'adults': 2, 'children': 2, 'extra_bed': 0}","{'Features': 'Free Wi-Fi&&', 'Bathroom and toiletries': '', 'Entertainment ': 'Free Wi-Fi in all rooms!&&', 'Comforts': '', 'Safety and security features': '', 'Guest ratings': '&&&&'}",1810.0
606,38,6.8,Good,Grand Deluxe,1999.0,฿,Free breakfast for 2 ;Free Wi-Fi ;Extra low price! (non-refundable) ;,"{'adults': 2, 'children': 2, 'extra_bed': 0}","{'Features': 'Free Wi-Fi&&', 'Bathroom and toiletries': '', 'Entertainment ': 'Free Wi-Fi in all rooms!&&', 'Comforts': '', 'Safety and security features': '', 'Guest ratings': '&&&&'}",1999.0
607,38,6.8,Good,Grand Deluxe Room,2202.0,฿,Free Wi-Fi ;Cancellation policy ;,"{'adults': 2, 'children': 2, 'extra_bed': 0}","{'Features': '1 single bed and 1 sofa bed&&Free Wi-Fi&&', 'Bed types': '1 single bed, &&', 'Bathroom and toiletries': 'Hair dryer&&Toiletries&&', 'Entertainment ': 'Free Wi-Fi in all rooms!&&Satellite/cable channels&&Telephone&&', 'Comforts': 'Air conditioning&&Slippers&&', 'Dining, drinking, and snacking': 'Coffee/tea maker&&Free bottled water&&Mini bar&&Refrigerator&&', 'Layout and furnishings': 'Desk&&', 'Safety and security features': 'In-room safe box&&', 'Guest ratings': '&&&&'}",2202.0
608,39,7.1,Very good,Standard Main Wing,1743.0,฿,Free Wi-Fi ;Extra low price! (non-refundable) ;,"{'adults': 2, 'children': 0, 'extra_bed': 0}","{'Features': 'Room size: 25 m²/269 ft²&&City view&&Shower&&Free Wi-Fi&&', 'Bed types': '2 single beds||1 double bed||', 'Bathroom and toiletries': 'Hair dryer&&Mirror&&Toiletries&&Towels&&', 'Entertainment ': 'Free Wi-Fi in all rooms!&&Satellite/cable channels&&Telephone&&', 'Comforts': 'Air conditioning&&Blackout curtains&&Wake-up service&&', 'Dining, drinking, and snacking': 'Coffee/tea maker&&Complimentary tea&&Free bottled water&&Free instant coffee&&Mini bar&&Refrigerator&&', 'Layout and furnishings': 'Desk&&Interconnecting room(s) available&&Seating area&&', 'Clothing and laundry': 'Closet&&', 'Safety and security features': 'In-room safe box&&Smoke detector&&', 'Guest ratings': '&&&&'}",1743.0
